tanggal,stasiun,pm10,so2,co,o3,no2
2014-04-02,Jakarta Timur,68.0,7,16,87,11
2014-04-02,Jakarta Pusat,55.0,7,28,54,17
2014-04-03,Jakarta Barat,69.0,4,,133,12
2014-04-03,Jakarta Pusat,57.0,8,40,86,20
2014-04-03,Jakarta Selatan,22.0,11,24,79,9
2014-04-03,Jakarta Timur,61.0,8,37,71,15
2014-04-03,Jakarta Utara,60.0,13,29,89,19
2014-04-04,Jakarta Barat,90.0,4,,146,12
2014-04-04,Jakarta Utara,64.0,5,22,89,15
2014-04-04,Jakarta Selatan,30.0,8,34,59,7
2014-04-04,Jakarta Timur,69.0,,,,
2014-04-04,Jakarta Pusat,65.0,5,37,66,20
2014-04-05,Jakarta Timur,61.0,8,18,82,16
2014-04-05,Jakarta Selatan,26.0,9,34,83,8
2014-04-05,Jakarta Utara,74.0,13,38,85,21
2014-04-05,Jakarta Barat,83.0,6,52,162,12
2014-04-05,Jakarta Pusat,71.0,25,72,78,20
2014-04-06,Jakarta Utara,40.0,6,13,70,13
2014-04-06,Jakarta Selatan,15.0,9,16,66,6
2014-04-06,Jakarta Barat,53.0,4,14,94,9
2014-04-06,Jakarta Timur,36.0,8,8,52,12
2014-04-06,Jakarta Pusat,39.0,13,20,56,12
2014-04-07,Jakarta Barat,46.0,3,12,119,9
2014-04-07,Jakarta Selatan,14.0,8,11,44,4
2014-04-07,Jakarta Timur,28.0,8,9,41,8
2014-04-07,Jakarta Utara,34.0,4,17,64,16
2014-04-07,Jakarta Pusat,42.0,17,30,57,17
2014-04-08,Jakarta Selatan,19.0,8,21,36,7
2014-04-08,Jakarta Barat,58.0,5,24,93,9
2014-04-08,Jakarta Pusat,54.0,21,47,55,11
2014-04-08,Jakarta Timur,41.0,7,15,46,8
2014-04-08,Jakarta Utara,59.0,9,31,72,16
2014-04-09,Jakarta Barat,43.0,4,9,78,4
2014-04-09,Jakarta Selatan,18.0,8,16,28,
2014-04-09,Jakarta Timur,31.0,7,9,32,4
2014-04-09,Jakarta Pusat,25.0,11,21,51,9
2014-04-09,Jakarta Utara,27.0,4,13,73,8
2014-04-10,Jakarta Barat,51.0,3,10,57,3
2014-04-10,Jakarta Utara,42.0,4,25,53,8
2014-04-10,Jakarta Selatan,22.0,8,17,33,4
2014-04-10,Jakarta Timur,43.0,7,12,30,5
2014-04-10,Jakarta Pusat,39.0,14,25,46,12
2014-04-11,Jakarta Timur,63.0,8,30,42,9
2014-04-11,Jakarta Barat,62.0,5,17,78,7
2014-04-11,Jakarta Selatan,18.0,8,33,31,8
2014-04-11,Jakarta Utara,47.0,5,22,60,16
2014-04-11,Jakarta Pusat,51.0,17,27,50,13
2014-04-12,Jakarta Pusat,65.0,22,62,58,21
2014-04-12,Jakarta Utara,66.0,7,26,80,18
2014-04-12,Jakarta Timur,70.0,7,19,49,9
2014-04-12,Jakarta Selatan,36.0,8,50,34,11
2014-04-12,Jakarta Barat,68.0,5,26,94,18
2014-04-13,Jakarta Selatan,23.0,8,22,42,7
2014-04-13,Jakarta Utara,42.0,5,14,56,13
2014-04-13,Jakarta Barat,59.0,3,13,88,9
2014-04-13,Jakarta Timur,52.0,7,8,30,6
2014-04-13,Jakarta Pusat,45.0,18,21,54,15
2014-04-14,Jakarta Pusat,40.0,15,30,48,10
2014-04-14,Jakarta Timur,56.0,7,14,41,7
2014-04-14,Jakarta Utara,28.0,4,13,59,11
2014-04-14,Jakarta Barat,51.0,4,17,87,6
2014-04-14,Jakarta Selatan,21.0,8,42,44,8
2014-04-15,Jakarta Selatan,15.0,,51,31,8
2014-04-15,Jakarta Pusat,36.0,16,28,47,14
2014-04-15,Jakarta Barat,49.0,4,20,99,7
2014-04-15,Jakarta Utara,33.0,4,22,59,15
2014-04-15,Jakarta Timur,48.0,7,14,39,11
2014-04-16,Jakarta Utara,44.0,6,17,82,17
2014-04-16,Jakarta Pusat,41.0,17,36,58,20
2014-04-16,Jakarta Selatan,27.0,,28,47,7
2014-04-16,Jakarta Timur,52.0,9,9,84,10
2014-04-16,Jakarta Barat,48.0,3,10,98,4
2014-04-17,Jakarta Selatan,18.0,11,36,54,10
2014-04-17,Jakarta Barat,84.0,4,21,59,11
2014-04-17,Jakarta Timur,58.0,9,14,159,13
2014-04-17,Jakarta Pusat,66.0,24,40,88,21
2014-04-17,Jakarta Utara,68.0,9,35,164,26
2014-04-18,Jakarta Barat,66.0,6,46,158,15
2014-04-18,Jakarta Selatan,20.0,9,30,58,11
2014-04-18,Jakarta Timur,53.0,9,10,125,13
2014-04-18,Jakarta Pusat,66.0,25,48,94,16
2014-04-18,Jakarta Utara,70.0,13,27,132,17
2014-04-19,Jakarta Timur,55.0,7,12,59,11
2014-04-19,Jakarta Utara,64.0,12,25,91,15
2014-04-19,Jakarta Barat,55.0,4,38,106,14
2014-04-19,Jakarta Pusat,64.0,16,30,66,14
2014-04-19,Jakarta Selatan,24.0,8,28,79,9
2014-04-20,Jakarta Timur,58.0,7,32,58,12
2014-04-20,Jakarta Selatan,20.0,9,42,47,5
2014-04-20,Jakarta Barat,51.0,3,26,76,13
2014-04-20,Jakarta Utara,43.0,4,42,61,19
2014-04-20,Jakarta Pusat,34.0,18,46,42,15
2014-04-21,Jakarta Pusat,51.0,14,25,48,14
2014-04-21,Jakarta Selatan,19.0,10,28,31,12
2014-04-21,Jakarta Barat,57.0,4,18,94,11
2014-04-21,Jakarta Utara,56.0,7,24,57,16
2014-04-21,Jakarta Timur,46.0,7,25,37,8
2014-04-22,Jakarta Timur,42.0,8,15,78,9
2014-04-22,Jakarta Pusat,27.0,11,20,43,9
2014-04-22,Jakarta Barat,33.0,3,7,51,5
2014-04-22,Jakarta Selatan,17.0,9,18,42,4
2014-04-22,Jakarta Utara,31.0,4,13,59,18
2014-04-23,Jakarta Utara,66.0,8,32,86,22
2014-04-23,Jakarta Barat,64.0,4,40,180,12
2014-04-23,Jakarta Timur,51.0,8,22,68,15
2014-04-23,Jakarta Pusat,60.0,25,48,64,13
2014-04-23,Jakarta Selatan,17.0,8,29,36,9
2014-04-24,Jakarta Barat,54.0,4,21,123,6
2014-04-24,Jakarta Timur,45.0,9,19,66,9
2014-04-24,Jakarta Utara,57.0,10,25,95,14
2014-04-24,Jakarta Selatan,17.0,8,37,42,6
2014-04-24,Jakarta Pusat,43.0,17,30,41,11
2014-04-25,Jakarta Selatan,14.0,9,15,30,4
2014-04-25,Jakarta Pusat,29.0,17,21,56,9
2014-04-25,Jakarta Timur,29.0,7,9,42,7
2014-04-25,Jakarta Utara,46.0,8,14,69,20
2014-04-25,Jakarta Barat,37.0,4,9,64,4
2014-04-26,Jakarta Utara,54.0,11,18,87,19
2014-04-26,Jakarta Barat,45.0,5,13,163,11
2014-04-26,Jakarta Timur,39.0,9,11,80,9
2014-04-26,Jakarta Pusat,40.0,6,22,51,12
2014-04-26,Jakarta Selatan,13.0,11,13,66,9
2014-04-27,Jakarta Barat,44.0,3,14,162,6
2014-04-27,Jakarta Selatan,13.0,9,27,42,6
2014-04-27,Jakarta Timur,51.0,7,13,60,6
2014-04-27,Jakarta Pusat,45.0,5,23,62,12
2014-04-27,Jakarta Utara,45.0,5,22,97,17
2014-04-28,Jakarta Barat,55.0,4,20,178,12
2014-04-28,Jakarta Pusat,52.0,5,35,87,21
2014-04-28,Jakarta Utara,52.0,5,25,91,29
2014-04-28,Jakarta Selatan,14.0,9,25,57,4
2014-04-28,Jakarta Timur,36.0,7,27,85,11
2014-04-29,Jakarta Timur,48.0,7,22,113,12
2014-04-29,Jakarta Pusat,54.0,5,34,86,27
2014-04-29,Jakarta Barat,54.0,5,23,165,13
2014-04-29,Jakarta Utara,60.0,7,22,116,17
2014-04-29,Jakarta Selatan,15.0,8,25,116,8
2014-04-30,Jakarta Utara,60.0,6,23,106,20
2014-04-30,Jakarta Selatan,18.0,11,23,119,12
2014-04-30,Jakarta Timur,53.0,8,15,95,14
2014-04-30,Jakarta Pusat,56.0,5,35,85,29
2014-04-30,Jakarta Barat,62.0,5,18,85,17
2014-05-01,Jakarta Utara,74,14,30,78,17
2014-05-01,Jakarta Selatan,16,11,30,80,13
2014-05-01,Jakarta Timur,53,9,19,78,12
2014-05-01,Jakarta Pusat,60,8,40,69,18
2014-05-01,Jakarta Barat,68,5,28,94,13
2014-05-02,Jakarta Utara,85,16,50,71,21
2014-05-02,Jakarta Selatan,18,9,56,58,9
2014-05-02,Jakarta Pusat,77,8,38,69,28
2014-05-02,Jakarta Barat,88,5,39,131,14
2014-05-02,Jakarta Timur,70,7,49,63,12
2014-05-03,Jakarta Barat,85,4,97,144,16
2014-05-03,Jakarta Timur,63,7,43,52,16
2014-05-03,Jakarta Pusat,76,6,60,,39
2014-05-03,Jakarta Selatan,15,10,40,51,12
2014-05-03,Jakarta Utara,75,11,22,64,11
2014-05-04,Jakarta Barat,65,5,,137,9
2014-05-04,Jakarta Utara,59,12,15,66,11
2014-05-04,Jakarta Timur,54,8,16,50,10
2014-05-04,Jakarta Pusat,51,9,22,54,12
2014-05-04,Jakarta Selatan,13,9,32,44,6
2014-05-05,Jakarta Timur,53,7,21,55,9
2014-05-05,Jakarta Barat,66,5,,94,12
2014-05-05,Jakarta Utara,57,8,13,64,10
2014-05-05,Jakarta Selatan,,10,39,67,8
2014-05-05,Jakarta Pusat,50,8,27,53,14
2014-05-06,Jakarta Barat,63,7,,107,12
2014-05-06,Jakarta Pusat,55,8,28,55,13
2014-05-06,Jakarta Timur,55,8,15,56,13
2014-05-06,Jakarta Utara,60,10,11,71,12
2014-05-06,Jakarta Selatan,,11,19,60,6
2014-05-07,Jakarta Pusat,48,6,26,66,19
2014-05-07,Jakarta Barat,72,5,,144,10
2014-05-07,Jakarta Timur,,8,15,74,11
2014-05-07,Jakarta Selatan,,9,23,84,6
2014-05-07,Jakarta Utara,60,6,12,79,14
2014-05-08,Jakarta Timur,,7,27,66,15
2014-05-08,Jakarta Selatan,,9,27,68,7
2014-05-08,Jakarta Pusat,63,6,36,62,18
2014-05-08,Jakarta Utara,63,8,31,88,23
2014-05-08,Jakarta Barat,62,4,34,129,14
2014-05-09,Jakarta Selatan,17,10,16,123,8
2014-05-09,Jakarta Utara,54,9,19,98,20
2014-05-09,Jakarta Timur,34,9,17,84,12
2014-05-09,Jakarta Barat,55,4,26,200,12
2014-05-09,Jakarta Pusat,44,7,30,78,31
2014-05-10,Jakarta Selatan,26,10,24,124,22
2014-05-10,Jakarta Timur,60,9,28,76,15
2014-05-10,Jakarta Utara,70,11,30,92,19
2014-05-10,Jakarta Pusat,56,7,34,55,21
2014-05-10,Jakarta Barat,70,5,24,165,11
2014-05-11,Jakarta Pusat,56,4,23,74,20
2014-05-11,Jakarta Utara,62,6,21,94,16
2014-05-11,Jakarta Selatan,34,9,24,73,8
2014-05-11,Jakarta Barat,67,4,23,169,11
2014-05-11,Jakarta Timur,57,7,25,69,11
2014-05-12,Jakarta Selatan,26,10,19,83,11
2014-05-12,Jakarta Timur,56,7,27,91,11
2014-05-12,Jakarta Utara,63,8,28,85,20
2014-05-12,Jakarta Pusat,61,4,44,67,20
2014-05-12,Jakarta Barat,70,4,37,144,17
2014-05-13,Jakarta Utara,71,9,21,148,19
2014-05-13,Jakarta Pusat,68,5,36,100,20
2014-05-13,Jakarta Timur,57,7,19,108,12
2014-05-13,Jakarta Selatan,19,10,32,71,7
2014-05-13,Jakarta Barat,89,6,,200,10
2014-05-14,Jakarta Barat,58,5,,195,10
2014-05-14,Jakarta Utara,57,10,15,87,19
2014-05-14,Jakarta Pusat,52,6,37,69,24
2014-05-14,Jakarta Timur,51,8,19,91,16
2014-05-14,Jakarta Selatan,26,10,19,93,10
2014-05-15,Jakarta Utara,59,14,19,83,23
2014-05-15,Jakarta Selatan,23,10,15,69,6
2014-05-15,Jakarta Pusat,54,9,32,70,19
2014-05-15,Jakarta Timur,60,9,22,68,15
2014-05-15,Jakarta Barat,62,6,21,139,9
2014-05-16,Jakarta Selatan,17,12,29,72,7
2014-05-16,Jakarta Pusat,57,10,37,45,21
2014-05-16,Jakarta Utara,58,14,26,65,25
2014-05-16,Jakarta Timur,52,11,29,56,12
2014-05-16,Jakarta Barat,69,4,37,75,10
2014-05-17,Jakarta Barat,52,4,22,106,13
2014-05-17,Jakarta Selatan,14,10,16,77,8
2014-05-17,Jakarta Timur,52,9,25,65,8
2014-05-17,Jakarta Pusat,51,9,28,42,12
2014-05-17,Jakarta Utara,55,12,26,69,16
2014-05-18,Jakarta Barat,60,6,27,190,9
2014-05-18,Jakarta Pusat,54,8,28,84,17
2014-05-18,Jakarta Utara,56,12,22,103,13
2014-05-18,Jakarta Selatan,24,10,29,78,7
2014-05-18,Jakarta Timur,57,8,26,64,8
2014-05-19,Jakarta Utara,58,7,26,80,19
2014-05-19,Jakarta Selatan,19,11,19,112,7
2014-05-19,Jakarta Pusat,65,8,38,74,27
2014-05-19,Jakarta Timur,60,9,25,73,14
2014-05-19,Jakarta Barat,74,5,30,121,11
2014-05-20,Jakarta Pusat,68,8,36,59,21
2014-05-20,Jakarta Barat,58,7,34,133,20
2014-05-20,Jakarta Utara,68,17,19,74,19
2014-05-20,Jakarta Timur,60,8,20,58,17
2014-05-20,Jakarta Selatan,27,10,24,75,11
2014-05-21,Jakarta Selatan,20,11,21,78,7
2014-05-21,Jakarta Pusat,63,8,41,60,16
2014-05-21,Jakarta Utara,68,10,21,80,18
2014-05-21,Jakarta Barat,75,6,31,153,13
2014-05-21,Jakarta Timur,70,8,26,76,15
2014-05-22,Jakarta Utara,56,10,14,67,15
2014-05-22,Jakarta Pusat,45,7,30,42,14
2014-05-22,Jakarta Barat,59,6,18,108,13
2014-05-22,Jakarta Selatan,22,10,20,74,8
2014-05-22,Jakarta Timur,57,8,16,64,12
2014-05-23,Jakarta Pusat,47,7,39,49,20
2014-05-23,Jakarta Utara,63,18,20,71,17
2014-05-23,Jakarta Selatan,24,10,21,73,9
2014-05-23,Jakarta Timur,55,8,23,69,10
2014-05-23,Jakarta Barat,57,5,28,93,15
2014-05-24,Jakarta Pusat,60,7,42,51,18
2014-05-24,Jakarta Barat,77,6,41,104,20
2014-05-24,Jakarta Timur,68,8,26,53,16
2014-05-24,Jakarta Utara,84,20,22,76,16
2014-05-24,Jakarta Selatan,20,10,49,64,13
2014-05-25,Jakarta Pusat,61,7,30,43,12
2014-05-25,Jakarta Barat,78,6,41,109,12
2014-05-25,Jakarta Selatan,21,10,38,51,9
2014-05-25,Jakarta Timur,70,8,32,48,9
2014-05-25,Jakarta Utara,,,,,
2014-05-26,Jakarta Pusat,,7,26,39,13
2014-05-26,Jakarta Utara,53,11,11,61,7
2014-05-26,Jakarta Barat,57,6,26,114,14
2014-05-26,Jakarta Timur,60,8,12,53,10
2014-05-26,Jakarta Selatan,20,11,21,51,9
2014-05-27,Jakarta Barat,77,5,45,211,11
2014-05-27,Jakarta Pusat,,8,53,96,20
2014-05-27,Jakarta Timur,78,8,46,81,11
2014-05-27,Jakarta Utara,81,20,40,123,16
2014-05-27,Jakarta Selatan,29,10,42,86,6
2014-05-28,Jakarta Timur,55,7,14,71,10
2014-05-28,Jakarta Barat,59,5,,161,10
2014-05-28,Jakarta Utara,57,17,17,85,15
2014-05-28,Jakarta Pusat,,6,37,76,26
2014-05-28,Jakarta Selatan,40,10,17,75,6
2014-05-29,Jakarta Barat,55,7,,126,9
2014-05-29,Jakarta Selatan,38,11,26,82,9
2014-05-29,Jakarta Timur,60,8,19,59,7
2014-05-29,Jakarta Utara,59,12,14,65,10
2014-05-29,Jakarta Pusat,50,7,35,44,14
2014-05-30,Jakarta Timur,76,9,20,86,13
2014-05-30,Jakarta Pusat,58,10,31,54,19
2014-05-30,Jakarta Selatan,48,11,29,84,8
2014-05-30,Jakarta Utara,77,22,23,68,13
2014-05-30,Jakarta Barat,67,8,25,99,12
2014-05-31,Jakarta Timur,57,8,23,84,16
2014-05-31,Jakarta Selatan,,,,,
2014-05-31,Jakarta Pusat,62,7,43,52,21
2014-05-31,Jakarta Barat,59,4,25,100,12
2014-05-31,Jakarta Utara,59,9,24,87,17
2014-06-01,Jakarta Utara,75,14,42,87,20
2014-06-01,Jakarta Pusat,67,6,55,64,21
2014-06-01,Jakarta Selatan,,,,,
2014-06-01,Jakarta Barat,80,6,35,136,13
2014-06-01,Jakarta Timur,79,9,39,78,17
2014-06-02,Jakarta Barat,66,8,22,58,12
2014-06-02,Jakarta Pusat,52,11,26,42,16
2014-06-02,Jakarta Selatan,,,,,
2014-06-02,Jakarta Timur,76,10,21,65,13
2014-06-02,Jakarta Utara,67,15,15,54,13
2014-06-03,Jakarta Timur,86,9,18,51,12
2014-06-03,Jakarta Barat,75,8,25,68,15
2014-06-03,Jakarta Utara,79,13,17,58,15
2014-06-03,Jakarta Pusat,58,11,28,37,18
2014-06-03,Jakarta Selatan,,,,,
2014-06-04,Jakarta Timur,89,9,22,76,19
2014-06-04,Jakarta Barat,76,7,29,87,13
2014-06-04,Jakarta Pusat,56,9,32,51,16
2014-06-04,Jakarta Utara,78,15,16,67,19
2014-06-04,Jakarta Selatan,,,,,
2014-06-05,Jakarta Barat,88,7,25,135,11
2014-06-05,Jakarta Pusat,51,10,36,61,22
2014-06-05,Jakarta Timur,94,9,18,68,11
2014-06-05,Jakarta Selatan,,,,,
2014-06-05,Jakarta Utara,78,12,14,84,18
2014-06-06,Jakarta Utara,73,8,34,63,24
2014-06-06,Jakarta Barat,82,6,29,94,14
2014-06-06,Jakarta Selatan,40,11,26,80,10
2014-06-06,Jakarta Timur,84,9,27,66,17
2014-06-06,Jakarta Pusat,65,9,42,43,26
2014-06-07,Jakarta Selatan,65,13,48,81,12
2014-06-07,Jakarta Barat,96,8,43,79,13
2014-06-07,Jakarta Utara,83,15,21,63,14
2014-06-07,Jakarta Pusat,61,13,32,52,17
2014-06-07,Jakarta Timur,111,11,21,56,12
2014-06-08,Jakarta Selatan,52,13,31,71,9
2014-06-08,Jakarta Pusat,59,11,27,46,13
2014-06-08,Jakarta Timur,92,12,26,236,11
2014-06-08,Jakarta Utara,78,17,24,59,15
2014-06-08,Jakarta Barat,81,8,31,64,12
2014-06-09,Jakarta Utara,75,12,19,60,16
2014-06-09,Jakarta Timur,87,9,18,64,10
2014-06-09,Jakarta Selatan,36,11,32,63,10
2014-06-09,Jakarta Barat,80,6,32,73,13
2014-06-09,Jakarta Pusat,52,10,27,43,14
2014-06-10,Jakarta Selatan,48,10,40,49,8
2014-06-10,Jakarta Timur,83,9,19,66,13
2014-06-10,Jakarta Utara,,,,,
2014-06-10,Jakarta Barat,67,6,27,97,13
2014-06-10,Jakarta Pusat,38,7,26,57,18
2014-06-11,Jakarta Pusat,64,5,43,96,22
2014-06-11,Jakarta Utara,,,,,
2014-06-11,Jakarta Timur,83,10,22,83,14
2014-06-11,Jakarta Barat,70,5,31,,11
2014-06-11,Jakarta Selatan,48,11,26,129,10
2014-06-12,Jakarta Barat,69,6,,214,21
2014-06-12,Jakarta Pusat,63,5,37,145,20
2014-06-12,Jakarta Timur,75,9,18,86,11
2014-06-12,Jakarta Selatan,40,10,32,99,16
2014-06-12,Jakarta Utara,,,,,
2014-06-13,Jakarta Selatan,31,10,18,138,11
2014-06-13,Jakarta Barat,52,5,25,205,17
2014-06-13,Jakarta Pusat,34,6,39,116,28
2014-06-13,Jakarta Utara,,,,,
2014-06-13,Jakarta Timur,45,9,15,101,9
2014-06-14,Jakarta Timur,75,9,41,51,15
2014-06-14,Jakarta Pusat,71,9,65,46,24
2014-06-14,Jakarta Barat,78,6,47,,18
2014-06-14,Jakarta Selatan,35,10,28,61,8
2014-06-14,Jakarta Utara,,,,,
2014-06-15,Jakarta Timur,53,8,25,65,12
2014-06-15,Jakarta Selatan,30,10,28,48,10
2014-06-15,Jakarta Utara,,,,,
2014-06-15,Jakarta Pusat,53,6,34,51,16
2014-06-15,Jakarta Barat,53,4,35,,11
2014-06-16,Jakarta Barat,55,6,32,,16
2014-06-16,Jakarta Selatan,19,12,23,86,12
2014-06-16,Jakarta Pusat,58,9,43,63,21
2014-06-16,Jakarta Timur,60,11,23,58,8
2014-06-16,Jakarta Utara,,,,,
2014-06-17,Jakarta Pusat,43,8,35,62,17
2014-06-17,Jakarta Barat,53,7,24,117,14
2014-06-17,Jakarta Timur,54,10,26,77,11
2014-06-17,Jakarta Utara,,,,,
2014-06-17,Jakarta Selatan,20,12,19,82,10
2014-06-18,Jakarta Selatan,27,11,30,75,11
2014-06-18,Jakarta Timur,63,9,24,54,10
2014-06-18,Jakarta Pusat,54,10,29,45,17
2014-06-18,Jakarta Barat,66,6,34,87,16
2014-06-18,Jakarta Utara,,,,,
2014-06-19,Jakarta Pusat,40,10,31,56,18
2014-06-19,Jakarta Barat,51,5,22,66,12
2014-06-19,Jakarta Utara,56,15,16,77,24
2014-06-19,Jakarta Timur,57,10,11,51,9
2014-06-19,Jakarta Selatan,17,11,16,73,8
2014-06-20,Jakarta Pusat,61,10,31,40,14
2014-06-20,Jakarta Selatan,32,12,26,58,8
2014-06-20,Jakarta Timur,67,11,23,38,18
2014-06-20,Jakarta Utara,69,17,25,68,17
2014-06-20,Jakarta Barat,66,7,31,59,13
2014-06-21,Jakarta Utara,60,15,13,70,13
2014-06-21,Jakarta Timur,71,9,14,43,9
2014-06-21,Jakarta Pusat,53,9,23,46,11
2014-06-21,Jakarta Barat,63,7,27,69,11
2014-06-21,Jakarta Selatan,24,11,28,50,9
2014-06-22,Jakarta Timur,79,9,25,89,18
2014-06-22,Jakarta Pusat,84,8,69,79,26
2014-06-22,Jakarta Utara,72,16,41,112,21
2014-06-22,Jakarta Barat,79,5,80,88,18
2014-06-22,Jakarta Selatan,23,11,50,42,11
2014-06-23,Jakarta Timur,79,11,22,85,15
2014-06-23,Jakarta Pusat,60,9,34,52,14
2014-06-23,Jakarta Selatan,25,12,23,67,12
2014-06-23,Jakarta Utara,65,12,25,92,17
2014-06-23,Jakarta Barat,,,,,
2014-06-24,Jakarta Barat,,,,,
2014-06-24,Jakarta Timur,68,9,20,46,7
2014-06-24,Jakarta Selatan,23,12,40,49,8
2014-06-24,Jakarta Pusat,55,8,24,47,13
2014-06-24,Jakarta Utara,59,13,17,70,12
2014-06-25,Jakarta Barat,,,,,
2014-06-25,Jakarta Utara,61,15,14,62,11
2014-06-25,Jakarta Timur,79,10,30,61,8
2014-06-25,Jakarta Pusat,55,9,24,46,14
2014-06-25,Jakarta Selatan,21,11,32,66,11
2014-06-26,Jakarta Timur,60,9,28,41,13
2014-06-26,Jakarta Utara,,11,26,58,20
2014-06-26,Jakarta Barat,51,6,34,67,19
2014-06-26,Jakarta Selatan,17,11,23,46,15
2014-06-26,Jakarta Pusat,54,8,35,29,24
2014-06-27,Jakarta Barat,95,,50,,17
2014-06-27,Jakarta Selatan,30,13,43,75,11
2014-06-27,Jakarta Timur,87,10,57,61,17
2014-06-27,Jakarta Utara,,13,42,43,25
2014-06-27,Jakarta Pusat,92,11,52,52,22
2014-06-28,Jakarta Selatan,13,11,21,48,6
2014-06-28,Jakarta Utara,,9,20,83,20
2014-06-28,Jakarta Barat,55,,17,80,9
2014-06-28,Jakarta Pusat,53,7,31,57,17
2014-06-28,Jakarta Timur,64,10,20,92,13
2014-06-29,Jakarta Selatan,39,14,20,68,7
2014-06-29,Jakarta Pusat,73,11,26,66,19
2014-06-29,Jakarta Timur,90,15,17,88,13
2014-06-29,Jakarta Barat,73,,23,83,17
2014-06-29,Jakarta Utara,,12,15,66,10
2014-06-30,Jakarta Utara,,11,26,98,15
2014-06-30,Jakarta Pusat,56,8,34,75,22
2014-06-30,Jakarta Barat,67,,23,117,10
2014-06-30,Jakarta Selatan,22,12,19,65,6
2014-06-30,Jakarta Timur,75,11,21,94,13
2014-07-01,Jakarta Timur,77,13,14,95,13
2014-07-01,Jakarta Selatan,19,13,19,86,9
2014-07-01,Jakarta Utara,,23,17,50,13
2014-07-01,Jakarta Pusat,55,11,32,52,16
2014-07-01,Jakarta Barat,60,,20,81,12
2014-07-02,Jakarta Selatan,24,14,20,67,8
2014-07-02,Jakarta Utara,,19,17,61,16
2014-07-02,Jakarta Pusat,57,12,28,45,23
2014-07-02,Jakarta Barat,69,,24,,13
2014-07-02,Jakarta Timur,75,13,12,61,10
2014-07-03,Jakarta Pusat,85,10,51,55,29
2014-07-03,Jakarta Selatan,25,13,21,85,6
2014-07-03,Jakarta Utara,,15,31,51,23
2014-07-03,Jakarta Barat,88,,27,96,11
2014-07-03,Jakarta Timur,76,10,27,76,13
2014-07-04,Jakarta Barat,90,,47,62,13
2014-07-04,Jakarta Pusat,69,15,36,41,18
2014-07-04,Jakarta Timur,88,12,24,,15
2014-07-04,Jakarta Selatan,33,13,36,80,13
2014-07-04,Jakarta Utara,,22,24,49,16
2014-07-05,Jakarta Timur,70,9,12,52,10
2014-07-05,Jakarta Pusat,53,9,27,45,22
2014-07-05,Jakarta Barat,57,8,16,61,10
2014-07-05,Jakarta Utara,,15,11,42,11
2014-07-05,Jakarta Selatan,24,11,16,70,7
2014-07-06,Jakarta Timur,55,9,11,37,9
2014-07-06,Jakarta Barat,56,5,17,61,11
2014-07-06,Jakarta Pusat,45,7,21,44,13
2014-07-06,Jakarta Selatan,15,11,12,53,4
2014-07-06,Jakarta Utara,,8,17,48,14
2014-07-07,Jakarta Pusat,47,8,43,40,24
2014-07-07,Jakarta Utara,,16,17,51,18
2014-07-07,Jakarta Selatan,19,13,16,59,9
2014-07-07,Jakarta Barat,51,7,20,80,12
2014-07-07,Jakarta Timur,45,10,12,53,12
2014-07-08,Jakarta Utara,,15,21,50,21
2014-07-08,Jakarta Barat,57,,37,72,19
2014-07-08,Jakarta Timur,53,10,15,62,9
2014-07-08,Jakarta Selatan,17,14,17,70,8
2014-07-08,Jakarta Pusat,56,10,38,42,25
2014-07-09,Jakarta Utara,,12,24,32,18
2014-07-09,Jakarta Pusat,74,11,58,31,29
2014-07-09,Jakarta Selatan,19,14,34,62,11
2014-07-09,Jakarta Barat,106,,83,,22
2014-07-09,Jakarta Timur,77,11,29,,11
2014-07-10,Jakarta Pusat,43,8,29,70,15
2014-07-10,Jakarta Timur,53,11,11,,9
2014-07-10,Jakarta Selatan,13,15,11,50,7
2014-07-10,Jakarta Barat,50,5,14,91,7
2014-07-10,Jakarta Utara,,11,15,46,13
2014-07-11,Jakarta Utara,,15,12,40,11
2014-07-11,Jakarta Selatan,19,14,11,53,6
2014-07-11,Jakarta Barat,58,,15,34,12
2014-07-11,Jakarta Timur,58,12,8,35,10
2014-07-11,Jakarta Pusat,56,11,24,41,13
2014-07-12,Jakarta Pusat,57,8,35,49,20
2014-07-12,Jakarta Timur,76,11,29,,12
2014-07-12,Jakarta Utara,,17,14,42,12
2014-07-12,Jakarta Selatan,30,11,30,42,7
2014-07-12,Jakarta Barat,83,,41,60,12
2014-07-13,Jakarta Pusat,69,6,52,41,18
2014-07-13,Jakarta Timur,68,10,29,,16
2014-07-13,Jakarta Utara,,8,42,30,26
2014-07-13,Jakarta Selatan,10,11,28,30,10
2014-07-13,Jakarta Barat,70,,28,31,12
2014-07-14,Jakarta Pusat,50,8,33,45,17
2014-07-14,Jakarta Utara,,12,19,140,20
2014-07-14,Jakarta Selatan,17,11,11,31,9
2014-07-14,Jakarta Barat,55,,21,,16
2014-07-14,Jakarta Timur,37,11,10,26,12
2014-07-15,Jakarta Pusat,55,10,30,41,19
2014-07-15,Jakarta Timur,62,13,12,,13
2014-07-15,Jakarta Utara,,23,17,84,17
2014-07-15,Jakarta Selatan,21,14,20,79,8
2014-07-15,Jakarta Barat,70,,23,,12
2014-07-16,Jakarta Utara,,11,19,58,23
2014-07-16,Jakarta Pusat,44,7,45,56,21
2014-07-16,Jakarta Barat,51,,24,75,11
